Headline,Article,Date
Lithuania wishes review of EU policy on Belarus - parliamentarian,"...VILNIUS, August 5 (Itar-Tass) - Lithuania would like the
 European Union to review its policy on Belarus, Chairman of the
 Lithuanian Seimas Foreign Affairs Committee Justinas Karosas said
 on Tuesday. ... ""It's time for leaders of EU member countries to discuss a
 review of the political isolation of Belarus, as this policy has
 proven to be inefficient,"" he said. ... Lithuania and Belarus are neighbors and have broad economic
 contacts, which are complicated with the isolation policy. A
 meeting of the Lithuanian and Belarusian premiers could spur on
 bilateral relations, and Vilnius is ready to organize it, Karosas
 said....","Aug. 05, 2008"
Long - term development concept to be upgraded by early Sept - Kudrin,"...MOSCOW, August 5 (Itar-Tass) - A concept of Russia's development
 for the period until 2020 will be upgraded by early September,
 Vice-Premier and Finance Minister Alexei Kudrin said on
 Tuesday. ... He said the federal government gave an instruction to that
 effect several days ago. ""We have time to coordinate our opinions,
 and our financial plan [for the period until 2023] will be taken
 into account,"" he said. ... In the opinion of Kudrin, the concept does not balance the
 budgetary system. ""It is impossible to discuss a possible reduction
 of the value added tax rate without estimating needs of the
 budgetary system....","Aug. 05, 2008"
Major ammo depot found in Kyrgyz house rented by US nationals,"...BISHKEK, August 5 (Itar-Tass) - A major depot with weapons and
 ammunition has been found in a private house in Bishkek rented by
 U.S. nationals in an operation by Kyrgyz police, said a report by
 the Kyrgyz Interior Ministry's press service on Tuesday. ... According to law enforcement officers, six heavy machine guns,
 26 Kalashnikov assault-rifles, almost 3,000 cartridges for them,
 two Winchester rifles, four machine gun barrels, two grenade
 launches, four sniper guns, six Beretta pistols, 10,000 cartridges
 for a nine-millimetre pistol, 478 12-millimetre cartridges, 1,000
 tracer cartridges and 123 empty magazines were found there....","Aug. 05, 2008"
Matyushkin appointed as Russian representative to European Court,"...MOSCOW, August 5 (Itar-Tass) - Russian President Dmitry Medvedev
 has appointed Georgy Matyushkin as the Russian Representative to
 the European Court of Human Rights - Deputy Justice Minister, the
 Kremlin said on Tuesday....","Aug. 05, 2008"
Medvedev dismisses deputy director of Federal Migration Service,"...MOSCOW, August 5 (Itar-Tass) - Russian President Dmitry Medvedev
 has dismissed Federal Migration Service Deputy Director Alexander
 Ledenev, the Kremlin press office said on Tuesday....","Aug. 05, 2008"
Mironov suggests new way of forming Federation Council,"...MOSCOW, August 5 (Itar-Tass) - Federation Council Speaker Sergei
 Mironov has suggested a new way of the formation of the Russian
 parliament' s upper house. ... ""It's time for a new way of the Federation Council formation,""
 he said in an interview posted on his website. ... The federal law ""On the Formation of the Federation Council of
 the Federal Assembly of the Russian Federation"" entered into force
 on August 5, 2000. ""That law was a key link in the strengthening of
 Russian statehood,"" Mironov said....","Aug. 05, 2008"
"Mobile police post comes under fire in North Caucasus, man wounded","...NAZRAN, August 5 (Itar-Tass) - Unidentified gunmen opened fire
 at a mobile police post Russia's North Caucasus region of
 Ingushetia late night Monday, sources at the regional Interior
 Ministry told Itar-Tass ... ""Fire was opened at a mobile police post in the Center-KAMAZ
 area in the town of Nazran,"" a source said. ""No one among the
 policemen suffered in the incident, but a 33-year-old local
 resident was wounded and taken to hospital."" ... Interior forces have launched an operation to catch and detain
 the criminals, he said....","Aug. 05, 2008"
New federal anti - terrorist program to arm law enforcers with advanced gadgets,"...MOSCOW, August 5 (Itar-Tass) - A new federal program entitled
 ""Anti- Terror 2009-2012"", which was approved at the Monday meeting
 of the government presidium, would arm anti-terrorist units with
 advanced weaponry and gadgets, a source at the National Counter
 Terrorism Committee told Itar-Tass on Tuesday. ... The program is bound ""to pool efforts of federal executive
 agencies in the suppression of terrorism,"" the source said. ... ""The interdepartmental working group formed at the National
 Counter Terrorism Committee studied plenty of proposals from
 federal executive agencies, research institutes and individuals....","Aug. 05, 2008"
New quake registered on Kurile Islands,"...YUZHNO-SAKHALINSK, August 5 (Itar-Tass) - A new earthquake
 measuring 5.6 on the Richter scale has been registered off the
 island of Iturup. The quake was registered at 13:00 local time
 (06:00 Moscow time), the seismic station on Iturup reported. Shocks
 with the magnitude 3.0 were felt in the city of Kurilsk. No damage
 has been reported. This was the fourth earthquake in the Sakhalin
 region over the past 24 hours. ... Prior to that, three earthquakes had been registered in Sakhalin
 and the Kurile Islands since Monday morning, officials at the
 Far-Eastern Regional Center of the Russian Ministry for Emergency
 Situations and Civil Defense told Itar-Tass earlier on Tuesday....","Aug. 05, 2008"
Nigerian sentenced in St Petersburg for smuggling cocaine,"...ST. PETERSBURG, August 5 (Itar-Tass) - The St. Petersburg has
 sentenced a Nigerian citizen to eleven years in custody for cocaine
 contraband, a source at the city prosecutor's office told Itar-Tass
 on Tuesday. ... He said the foreigner had pleaded guilty. ... The Nigerian and hitherto unidentified Brazilians from Sao Paolo
 formed a criminal group for selling drugs in St. Petersburg. ""The
 Brazilians bought cocaine and prepared the shipment to Russia. The
 Nigerian hired a courier, but did not know that she was an
 undercover agent of the Federal Drug Control Service....","Aug. 05, 2008"
No drinking water in Tskhinvali - mayor,"...TSKHINVALI, August 5 (Itar-Tass) - There is no drinking water at
 all in the capital city of the unrecognized republic of South
 Ossetia, Tskhinvali Mayor Robert Guliyev said on Tuesday. ... He said they had received water by mains with disruptions in the
 past month but the city water intake was empty at the moment. ... ""Water deliveries to Tskhinvali critically reduced in early
 July. A team of military observers, Georgian and Ossetian experts
 registered illegal connections to water mains in Georgian villages
 on July 26....","Aug. 05, 2008"
Odessa - Reni international motorway covered with 50 centimeters of water,"...ODESSA, August 5 (Itar-Tass) - The Dniester River deluge has
 covered the Odessa-Reni international motorway with 50 centimeters
 of water. ... Six checkpoints are inoperative on the Ukrainian-Moldovan
 frontier, a source at the Ukrainian State Border Service told
 Itar-Tass on Tuesday. ... The Dniester level is growing in the Odessa region. It has gone
 up by 13 centimeters in the lower reaches. Hundreds of vehicles
 unloaded from vessels at the Odessa and Ilyichevsk seaports have to
 take a 50-kilometer bypass in order to reach Moldova, Romania and
 Russia....","Aug. 05, 2008"
Official blames Ukraine govt for poor funding of antiflood measures,"...KIEV, August 5 (Itar-Tass) - Many regions of Ukraine ""remain
 unprotected before elements as a result of underfunded anti-flood
 measures,"" head of the president's secretariat Viktor Baloga stated
 on Teusday. ... He cited the figures showing that the complex anti-flood program
 had been funded by 63.5 percent in the past six years, ""whereas
 this year, the government has not allocated money for the
 prevention of natural calamities at all."" ... Baloga reminded that proposals and appeals from leaders of
 western regions to the government ""have remained shelved in
 officials' offices since December 2007....","Aug. 05, 2008"
"One policeman killed, one wounded in gunfire incident in Ingushetia","...NAZRAN, August 5 (Itar-Tass) - One policeman was killed and one
 injured in a gunfire incident in Ingushetia on Tuesday, the Ingush
 Interior Ministry told Itar-Tass. ... ""A car carrying two policemen from Rostov-on-Don was put under
 fire on the Caucasus federal highway near the Gazi-Yurt town at
 about 6:30 p.m. Moscow time. Both policemen were injured, and one
 of them died on the way to hospital. The assailants escaped,"" the
 ministry said....","Aug. 05, 2008"
Over 5 billion rubles to be assigned to Russian constituents in 2008,"...MOSCOW, August 5 (Itar-Tass) - The working group on
 inter-budgetary relations has approved the allocation of 5.3
 billion rubles to a number of Russian constituents in 2008, Prime
 Tass said on Tuesday. ... Four regions will receive 3.3 billion rubles in compensations of
 the enlarged prices on fuel oil. For instance, the Arkhangelsk
 region will receive 871.3 million rubles; the Murmansk region will
 receive 1.5 billion; the Kamchatka territory will receive 419.8
 million; and the Primorye territory will receive 474....","Aug. 05, 2008"
People's Assembly of Rssn region to discuss candidate for presidency,"...CHERKESSK, August 5 (Itar-Tass) - People's Assembly in the
 Russian North Caucasus constituent republic of Karachai-Cherkessia
 is expected to meet in session Tuesday for considering the
 candidacy of Boris Ebzeyev to the post of the republic's
 president. ... Ebzeyev was nominated for the post by Russian President Dmitry
 Medvedev. ... The incumbent president, Mustafa Batdyev is expected to leave
 the post under the provisions of the Karachai-Cherkessia
 constitution, as his five-year term of office expires....","Aug. 05, 2008"
